COMMAND,PWD,TTY,USER,"_raw","_time","active_time",datalength,"date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",dropped,eventtype,host,if,index,linecount,pfsense,punct,received,sent,source,sourcetype,"splunk_server","splunk_server_group",tag,"tag::eventtype",timeendpos,timestartpos,uid,v
,,,,"Nov  4 00:01:05 10.0.0.1 Nov  4 11:31:06 ntpd[3390]: Soliciting pool server 103.111.114.241","2025-11-04T00:01:05.000-0600",,,0,4,1,november,5,tuesday,2025,local,,,"10.0.0.1",,pfsense,1,"00:01:05","___::_...____::_[]:____...",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  4 00:00:59 10.0.0.1 Nov  4 11:31:00 /usr/sbin/cron[83668]: (root) CMD (/usr/sbin/newsyslog)","2025-11-04T00:00:59.000-0600",,,0,4,0,november,59,tuesday,2025,local,,,"10.0.0.1",,pfsense,1,"00:00:59","___::_...____::_///[]:_()__(///)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:59:59 10.0.0.1 Nov  4 11:30:00 /usr/sbin/cron[59702]: (root) CMD (/usr/sbin/newsyslog)","2025-11-03T23:59:59.000-0600",,,23,3,59,november,59,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:59:59","___::_...____::_///[]:_()__(///)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:58:58 10.0.0.1 Nov  4 11:29:00 /usr/sbin/cron[35886]: (root) CMD (/usr/sbin/newsyslog)","2025-11-03T23:58:58.000-0600",,,23,3,58,november,58,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:58:58","___::_...____::_///[]:_()__(///)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:57:59 10.0.0.1 Nov  4 11:28:00 /usr/sbin/cron[10396]: (root) CMD (/usr/sbin/newsyslog)","2025-11-03T23:57:59.000-0600",,,23,3,57,november,59,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:57:59","___::_...____::_///[]:_()__(///)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:57:44 10.0.0.1 Nov  4 11:27:45 filterlog[75178]: 98,,,1758561049,em0,ip-option,block,in,4,0xc0,,1,0,0,DF,2,igmp,32,0.0.0.0,224.0.0.1,datalength=8 ","2025-11-03T23:57:44.000-0600",,8,23,3,57,november,44,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:57:44","___::_...____::_[]:_,,,,,-,,,,,,,,,,,,,...,...,=_",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:56:58 10.0.0.1 Nov  4 11:27:00 /usr/sbin/cron[86920]: (root) CMD (/usr/sbin/newsyslog)","2025-11-03T23:56:58.000-0600",,,23,3,56,november,58,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:56:58","___::_...____::_///[]:_()__(///)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:55:58 10.0.0.1 Nov  4 11:26:00 /usr/sbin/cron[62123]: (root) CMD (/usr/sbin/newsyslog)","2025-11-03T23:55:58.000-0600",,,23,3,55,november,58,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:55:58","___::_...____::_///[]:_()__(///)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:55:38 10.0.0.1 Nov  4 11:25:40 filterlog[75178]: 98,,,1758561049,em0,ip-option,block,in,4,0xc0,,1,0,0,DF,2,igmp,32,0.0.0.0,224.0.0.1,datalength=8 ","2025-11-03T23:55:38.000-0600",,8,23,3,55,november,38,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:55:38","___::_...____::_[]:_,,,,,-,,,,,,,,,,,,,...,...,=_",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:54:58 10.0.0.1 Nov  4 11:25:00 /usr/sbin/cron[37848]: (root) CMD (/usr/sbin/newsyslog)","2025-11-03T23:54:58.000-0600",,,23,3,54,november,58,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:54:58","___::_...____::_///[]:_()__(///)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:53:58 10.0.0.1 Nov  4 11:24:00 /usr/sbin/cron[14037]: (root) CMD (/usr/sbin/newsyslog)","2025-11-03T23:53:58.000-0600",,,23,3,53,november,58,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:53:58","___::_...____::_///[]:_()__(///)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:53:33 10.0.0.1 Nov  4 11:23:34 filterlog[75178]: 98,,,1758561049,em0,ip-option,block,in,4,0xc0,,1,0,0,DF,2,igmp,32,0.0.0.0,224.0.0.1,datalength=8 ","2025-11-03T23:53:33.000-0600",,8,23,3,53,november,33,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:53:33","___::_...____::_[]:_,,,,,-,,,,,,,,,,,,,...,...,=_",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:52:58 10.0.0.1 Nov  4 11:23:00 /usr/sbin/cron[90639]: (root) CMD (/usr/sbin/newsyslog)","2025-11-03T23:52:58.000-0600",,,23,3,52,november,58,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:52:58","___::_...____::_///[]:_()__(///)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:51:58 10.0.0.1 Nov  4 11:22:00 /usr/sbin/cron[67489]: (root) CMD (/usr/sbin/newsyslog)","2025-11-03T23:51:58.000-0600",,,23,3,51,november,58,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:51:58","___::_...____::_///[]:_()__(///)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:51:28 10.0.0.1 Nov  4 11:21:29 filterlog[75178]: 98,,,1758561049,em0,ip-option,block,in,4,0xc0,,1,0,0,DF,2,igmp,32,0.0.0.0,224.0.0.1,datalength=8 ","2025-11-03T23:51:28.000-0600",,8,23,3,51,november,28,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:51:28","___::_...____::_[]:_,,,,,-,,,,,,,,,,,,,...,...,=_",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:50:58 10.0.0.1 Nov  4 11:21:00 /usr/sbin/cron[44455]: (root) CMD (/usr/sbin/newsyslog)","2025-11-03T23:50:58.000-0600",,,23,3,50,november,58,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:50:58","___::_...____::_///[]:_()__(///)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:49:58 10.0.0.1 Nov  4 11:20:00 /usr/sbin/cron[19637]: (root) CMD (/usr/sbin/newsyslog)","2025-11-03T23:49:58.000-0600",,,23,3,49,november,58,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:49:58","___::_...____::_///[]:_()__(///)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:49:22 10.0.0.1 Nov  4 11:19:23 filterlog[75178]: 98,,,1758561049,em0,ip-option,block,in,4,0xc0,,1,0,0,DF,2,igmp,32,0.0.0.0,224.0.0.1,datalength=8 ","2025-11-03T23:49:22.000-0600",,8,23,3,49,november,22,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:49:22","___::_...____::_[]:_,,,,,-,,,,,,,,,,,,,...,...,=_",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:48:58 10.0.0.1 Nov  4 11:19:00 /usr/sbin/cron[97833]: (root) CMD (/usr/sbin/newsyslog)","2025-11-03T23:48:58.000-0600",,,23,3,48,november,58,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:48:58","___::_...____::_///[]:_()__(///)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:47:58 10.0.0.1 Nov  4 11:18:00 /usr/sbin/cron[74610]: (root) CMD (/usr/sbin/newsyslog)","2025-11-03T23:47:58.000-0600",,,23,3,47,november,58,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:47:58","___::_...____::_///[]:_()__(///)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:47:17 10.0.0.1 Nov  4 11:17:18 filterlog[75178]: 98,,,1758561049,em0,ip-option,block,in,4,0xc0,,1,0,0,DF,2,igmp,32,0.0.0.0,224.0.0.1,datalength=8 ","2025-11-03T23:47:17.000-0600",,8,23,3,47,november,17,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:47:17","___::_...____::_[]:_,,,,,-,,,,,,,,,,,,,...,...,=_",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:46:58 10.0.0.1 Nov  4 11:17:00 /usr/sbin/cron[49348]: (root) CMD (/usr/sbin/newsyslog)","2025-11-03T23:46:58.000-0600",,,23,3,46,november,58,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:46:58","___::_...____::_///[]:_()__(///)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:45:58 10.0.0.1 Nov  4 11:16:00 /usr/sbin/cron[28247]: (root) CMD (/usr/sbin/newsyslog)","2025-11-03T23:45:58.000-0600",,,23,3,45,november,58,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:45:58","___::_...____::_///[]:_()__(///)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:45:12 10.0.0.1 Nov  4 11:15:13 filterlog[75178]: 98,,,1758561049,em0,ip-option,block,in,4,0xc0,,1,0,0,DF,2,igmp,32,0.0.0.0,224.0.0.1,datalength=8 ","2025-11-03T23:45:12.000-0600",,8,23,3,45,november,12,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:45:12","___::_...____::_[]:_,,,,,-,,,,,,,,,,,,,...,...,=_",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:44:58 10.0.0.1 Nov  4 11:15:00 /usr/sbin/cron[3786]: (root) CMD (/usr/sbin/newsyslog)","2025-11-03T23:44:58.000-0600",,,23,3,44,november,58,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:44:58","___::_...____::_///[]:_()__(///)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:43:58 10.0.0.1 Nov  4 11:14:00 /usr/sbin/cron[80029]: (root) CMD (/usr/sbin/newsyslog)","2025-11-03T23:43:58.000-0600",,,23,3,43,november,58,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:43:58","___::_...____::_///[]:_()__(///)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:43:05 10.0.0.1 Nov  4 11:13:07 filterlog[75178]: 98,,,1758561049,em0,ip-option,block,in,4,0xc0,,1,0,0,DF,2,igmp,32,0.0.0.0,224.0.0.1,datalength=8 ","2025-11-03T23:43:05.000-0600",,8,23,3,43,november,5,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:43:05","___::_...____::_[]:_,,,,,-,,,,,,,,,,,,,...,...,=_",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:42:58 10.0.0.1 Nov  4 11:13:00 /usr/sbin/cron[56601]: (root) CMD (/usr/sbin/newsyslog)","2025-11-03T23:42:58.000-0600",,,23,3,42,november,58,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:42:58","___::_...____::_///[]:_()__(///)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:42:31 10.0.0.1 Nov  4 11:12:33 ntpd[3390]: 17.253.18.131 local addr <null> -> 192.168.31.143","2025-11-03T23:42:31.000-0600",,,23,3,42,november,31,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:42:31","___::_...____::_[]:_...___<>_->_...",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:42:31 10.0.0.1 Nov  4 11:12:33 ntpd[3390]: Soliciting pool server 17.253.18.131","2025-11-03T23:42:31.000-0600",,,23,3,42,november,31,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:42:31","___::_...____::_[]:____...",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:41:58 10.0.0.1 Nov  4 11:12:00 /usr/sbin/cron[34006]: (root) CMD (/usr/sbin/newsyslog)","2025-11-03T23:41:58.000-0600",,,23,3,41,november,58,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:41:58","___::_...____::_///[]:_()__(///)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:41:00 10.0.0.1 Nov  4 11:11:02 filterlog[75178]: 98,,,1758561049,em0,ip-option,block,in,4,0xc0,,1,0,0,DF,2,igmp,32,0.0.0.0,224.0.0.1,datalength=8 ","2025-11-03T23:41:00.000-0600",,8,23,3,41,november,0,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:41:00","___::_...____::_[]:_,,,,,-,,,,,,,,,,,,,...,...,=_",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:40:58 10.0.0.1 Nov  4 11:11:00 /usr/sbin/cron[9799]: (root) CMD (/usr/sbin/newsyslog)","2025-11-03T23:40:58.000-0600",,,23,3,40,november,58,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:40:58","___::_...____::_///[]:_()__(///)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:39:58 10.0.0.1 Nov  4 11:10:00 /usr/sbin/cron[85905]: (root) CMD (/usr/sbin/newsyslog)","2025-11-03T23:39:58.000-0600",,,23,3,39,november,58,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:39:58","___::_...____::_///[]:_()__(///)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:38:58 10.0.0.1 Nov  4 11:09:00 /usr/sbin/cron[61988]: (root) CMD (/usr/sbin/newsyslog)","2025-11-03T23:38:58.000-0600",,,23,3,38,november,58,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:38:58","___::_...____::_///[]:_()__(///)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:38:55 10.0.0.1 Nov  4 11:08:56 filterlog[75178]: 98,,,1758561049,em0,ip-option,block,in,4,0xc0,,1,0,0,DF,2,igmp,32,0.0.0.0,224.0.0.1,datalength=8 ","2025-11-03T23:38:55.000-0600",,8,23,3,38,november,55,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:38:55","___::_...____::_[]:_,,,,,-,,,,,,,,,,,,,...,...,=_",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:37:58 10.0.0.1 Nov  4 11:08:00 /usr/sbin/cron[39172]: (root) CMD (/usr/sbin/newsyslog)","2025-11-03T23:37:58.000-0600",,,23,3,37,november,58,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:37:58","___::_...____::_///[]:_()__(///)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:36:58 10.0.0.1 Nov  4 11:07:00 /usr/sbin/cron[14896]: (root) CMD (/usr/sbin/newsyslog)","2025-11-03T23:36:58.000-0600",,,23,3,36,november,58,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:36:58","___::_...____::_///[]:_()__(///)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:36:49 10.0.0.1 Nov  4 11:06:51 filterlog[75178]: 98,,,1758561049,em0,ip-option,block,in,4,0xc0,,1,0,0,DF,2,igmp,32,0.0.0.0,224.0.0.1,datalength=8 ","2025-11-03T23:36:49.000-0600",,8,23,3,36,november,49,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:36:49","___::_...____::_[]:_,,,,,-,,,,,,,,,,,,,...,...,=_",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:35:58 10.0.0.1 Nov  4 11:06:00 /usr/sbin/cron[90796]: (root) CMD (/usr/sbin/newsyslog)","2025-11-03T23:35:58.000-0600",,,23,3,35,november,58,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:35:58","___::_...____::_///[]:_()__(///)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:35:03 10.0.0.1 Nov  4 11:05:05 nginx: 2025/11/04 11:05:05 [error] 11046#100268: accept4() failed (53: Software caused connection abort)","2025-11-03T23:35:03.000-0600",,,23,3,35,november,3,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:35:03","___::_...____::_:_//_::_[]_#:_()__(:____)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:35:02 10.0.0.1 Nov  4 11:05:03 nginx: 2025/11/04 11:05:03 [error] 11046#100268: accept4() failed (53: Software caused connection abort)","2025-11-03T23:35:02.000-0600",,,23,3,35,november,2,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:35:02","___::_...____::_:_//_::_[]_#:_()__(:____)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:35:00 10.0.0.1 Nov  4 11:05:02 nginx: 2025/11/04 11:05:02 [error] 11046#100268: accept4() failed (53: Software caused connection abort)","2025-11-03T23:35:00.000-0600",,,23,3,35,november,0,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:35:00","___::_...____::_:_//_::_[]_#:_()__(:____)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:35:00 10.0.0.1 Nov  4 11:05:02 nginx: 2025/11/04 11:05:02 [error] 11046#100268: accept4() failed (53: Software caused connection abort)","2025-11-03T23:35:00.000-0600",,,23,3,35,november,0,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:35:00","___::_...____::_:_//_::_[]_#:_()__(:____)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:34:58 10.0.0.1 Nov  4 11:05:00 /usr/sbin/cron[66320]: (root) CMD (/usr/sbin/newsyslog)","2025-11-03T23:34:58.000-0600",,,23,3,34,november,58,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:34:58","___::_...____::_///[]:_()__(///)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:34:57 10.0.0.1 Nov  4 11:04:59 nginx: 2025/11/04 11:04:59 [error] 11046#100268: accept4() failed (53: Software caused connection abort)","2025-11-03T23:34:57.000-0600",,,23,3,34,november,57,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:34:57","___::_...____::_:_//_::_[]_#:_()__(:____)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:34:44 10.0.0.1 Nov  4 11:04:46 filterlog[75178]: 98,,,1758561049,em0,ip-option,block,in,4,0xc0,,1,0,0,DF,2,igmp,32,0.0.0.0,224.0.0.1,datalength=8 ","2025-11-03T23:34:44.000-0600",,8,23,3,34,november,44,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:34:44","___::_...____::_[]:_,,,,,-,,,,,,,,,,,,,...,...,=_",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:33:58 10.0.0.1 Nov  4 11:04:00 /usr/sbin/cron[27433]: (root) CMD (/usr/sbin/newsyslog)","2025-11-03T23:33:58.000-0600",,,23,3,33,november,58,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:33:58","___::_...____::_///[]:_()__(///)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:32:58 10.0.0.1 Nov  4 11:03:00 /usr/sbin/cron[61464]: (root) CMD (/usr/sbin/newsyslog)","2025-11-03T23:32:58.000-0600",,,23,3,32,november,58,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:32:58","___::_...____::_///[]:_()__(///)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:32:39 10.0.0.1 Nov  4 11:02:40 filterlog[75178]: 98,,,1758561049,em0,ip-option,block,in,4,0xc0,,1,0,0,DF,2,igmp,32,0.0.0.0,224.0.0.1,datalength=8 ","2025-11-03T23:32:39.000-0600",,8,23,3,32,november,39,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:32:39","___::_...____::_[]:_,,,,,-,,,,,,,,,,,,,...,...,=_",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:31:58 10.0.0.1 Nov  4 11:02:00 /usr/sbin/cron[37530]: (root) CMD (/usr/sbin/newsyslog)","2025-11-03T23:31:58.000-0600",,,23,3,31,november,58,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:31:58","___::_...____::_///[]:_()__(///)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:30:58 10.0.0.1 Nov  4 11:01:00 /usr/sbin/cron[13943]: (root) CMD (/usr/sbin/newsyslog)","2025-11-03T23:30:58.000-0600",,,23,3,30,november,58,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:30:58","___::_...____::_///[]:_()__(///)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:30:32 10.0.0.1 Nov  4 11:00:34 filterlog[75178]: 98,,,1758561049,em0,ip-option,block,in,4,0xc0,,1,0,0,DF,2,igmp,32,0.0.0.0,224.0.0.1,datalength=8 ","2025-11-03T23:30:32.000-0600",,8,23,3,30,november,32,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:30:32","___::_...____::_[]:_,,,,,-,,,,,,,,,,,,,...,...,=_",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:29:58 10.0.0.1 Nov  4 11:00:00 /usr/sbin/cron[82495]: (root) CMD (/usr/bin/nice -n20 /usr/local/sbin/expiretable -v -t 3600 virusprot)","2025-11-03T23:29:58.000-0600",,,23,3,29,november,58,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:29:58","___::_...____::_///[]:_()__(///_-_////_-_-__)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:28:58 10.0.0.1 Nov  4 10:59:00 /usr/sbin/cron[57441]: (root) CMD (/usr/sbin/newsyslog)","2025-11-03T23:28:58.000-0600",,,23,3,28,november,58,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:28:58","___::_...____::_///[]:_()__(///)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:28:27 10.0.0.1 Nov  4 10:58:29 filterlog[75178]: 98,,,1758561049,em0,ip-option,block,in,4,0xc0,,1,0,0,DF,2,igmp,32,0.0.0.0,224.0.0.1,datalength=8 ","2025-11-03T23:28:27.000-0600",,8,23,3,28,november,27,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:28:27","___::_...____::_[]:_,,,,,-,,,,,,,,,,,,,...,...,=_",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:27:58 10.0.0.1 Nov  4 10:58:00 /usr/sbin/cron[34582]: (root) CMD (/usr/sbin/newsyslog)","2025-11-03T23:27:58.000-0600",,,23,3,27,november,58,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:27:58","___::_...____::_///[]:_()__(///)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:26:58 10.0.0.1 Nov  4 10:57:00 /usr/sbin/cron[10556]: (root) CMD (/usr/sbin/newsyslog)","2025-11-03T23:26:58.000-0600",,,23,3,26,november,58,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:26:58","___::_...____::_///[]:_()__(///)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:26:21 10.0.0.1 Nov  4 10:56:24 filterlog[75178]: 98,,,1758561049,em0,ip-option,block,in,4,0xc0,,1,0,0,DF,2,igmp,32,0.0.0.0,224.0.0.1,datalength=8 ","2025-11-03T23:26:21.000-0600",,8,23,3,26,november,21,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:26:21","___::_...____::_[]:_,,,,,-,,,,,,,,,,,,,...,...,=_",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:25:57 10.0.0.1 Nov  4 10:56:00 /usr/sbin/cron[85896]: (root) CMD (/usr/sbin/newsyslog)","2025-11-03T23:25:57.000-0600",,,23,3,25,november,57,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:25:57","___::_...____::_///[]:_()__(///)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:24:57 10.0.0.1 Nov  4 10:55:00 /usr/sbin/cron[60191]: (root) CMD (/usr/sbin/newsyslog)","2025-11-03T23:24:57.000-0600",,,23,3,24,november,57,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:24:57","___::_...____::_///[]:_()__(///)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:24:16 10.0.0.1 Nov  4 10:54:18 filterlog[75178]: 98,,,1758561049,em0,ip-option,block,in,4,0xc0,,1,0,0,DF,2,igmp,32,0.0.0.0,224.0.0.1,datalength=8 ","2025-11-03T23:24:16.000-0600",,8,23,3,24,november,16,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:24:16","___::_...____::_[]:_,,,,,-,,,,,,,,,,,,,...,...,=_",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:23:57 10.0.0.1 Nov  4 10:54:00 /usr/sbin/cron[36126]: (root) CMD (/usr/sbin/newsyslog)","2025-11-03T23:23:57.000-0600",,,23,3,23,november,57,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:23:57","___::_...____::_///[]:_()__(///)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:22:57 10.0.0.1 Nov  4 10:53:00 /usr/sbin/cron[11683]: (root) CMD (/usr/sbin/newsyslog)","2025-11-03T23:22:57.000-0600",,,23,3,22,november,57,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:22:57","___::_...____::_///[]:_()__(///)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:21:57 10.0.0.1 Nov  4 10:52:00 /usr/sbin/cron[92577]: (root) CMD (/usr/sbin/newsyslog)","2025-11-03T23:21:57.000-0600",,,23,3,21,november,57,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:21:57","___::_...____::_///[]:_()__(///)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov  3 23:20:57 10.0.0.1 Nov  4 10:51:00 /usr/sbin/cron[88951]: (root) CMD (/usr/sbin/newsyslog)","2025-11-03T23:20:57.000-0600",,,23,3,20,november,57,monday,2025,local,,,"10.0.0.1",,pfsense,1,"23:20:57","___::_...____::_///[]:_()__(///)",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
